Node_ID,Node_Type,Trust_Value,Detection_Confidence,Energy,Packets_Forwarded,Packets_Dropped,RREQ_Forwarded,RREP_Forwarded,Forwarding_Ratio,Control_Packet_Ratio,Sequence_Number_Difference,Reply_Count,Suspicious_Activities,Trust_Stability
Node_3388,Normal,0.22,0.11,0.81,199,19,13,2,0.35,0.29,49,1,2,0.39
Node_3389,Normal,0.27,0.14,0.12,497,14,1,29,0.96,0.18,26,13,0,0.6
Node_3390,Normal,0.57,0.77,0.99,286,6,1,0,0.66,0.14,79,41,1,0.95
Node_3391,Normal,0.53,0.62,0.38,37,75,9,16,0.58,0.05,89,10,0,0.46
Node_3392,Suspicious,0.2,0.85,0.34,104,99,2,9,0.84,0.12,42,35,1,0.33
Node_3393,Normal,0.37,0.8,0.79,148,30,2,0,0.5,0.16,73,10,0,0.56
Node_3394,Normal,0.54,0.8,0.41,105,0,19,12,0.97,0.42,26,31,1,0.58
Node_3395,Normal,0.29,0.49,0.79,410,34,14,12,0.87,0.07,54,20,1,0.54
Node_3396,Normal,0.19,0.79,0.99,348,18,2,37,0.16,0.49,32,26,0,0.36
Node_3397,Normal,0.61,0.63,0.53,457,17,7,18,0.88,0.48,43,20,2,0.86
Node_3398,Normal,0.78,0.57,0.28,303,58,1,27,0.88,0.41,6,33,2,0.33
Node_3399,Normal,0.18,0.31,0.99,388,77,7,38,0.96,0.49,25,45,0,0.69
Node_3400,Normal,0.49,0.31,0.15,206,9,19,40,0.66,0.18,21,33,1,0.41
Node_3401,Suspicious,0.61,0.25,0.73,427,256,3,23,0.14,0.05,59,46,6,0.27
Node_3402,Normal,0.89,0.17,0.51,335,44,19,9,0.49,0.22,20,13,1,0.49
Node_3403,Confirmed Black Hole,0.02,0.39,0.19,193,146,10,24,0.72,0.4,35,12,7,0.3
Node_3404,Normal,0.58,0.43,0.58,416,38,12,17,0.38,0.4,60,20,0,0.69
Node_3405,Normal,0.53,0.5,0.42,450,34,6,40,0.92,0.19,75,8,2,0.82
Node_3406,Normal,0.75,0.74,0.46,400,75,18,15,0.95,0.46,21,24,0,0.64
Node_3407,Normal,0.55,0.43,0.93,246,61,18,0,0.38,0.31,12,32,1,0.51
Node_3408,Normal,0.74,0.11,0.5,168,47,1,2,0.15,0.31,12,40,1,0.64
Node_3409,Normal,0.23,0.56,0.64,415,84,2,35,0.75,0.04,51,34,1,0.89
Node_3410,Normal,0.81,0.65,0.81,28,22,13,29,0.69,0.18,98,11,1,0.65
Node_3411,Normal,0.58,0.49,0.28,180,5,13,34,0.58,0.15,3,23,2,0.57
Node_3412,Normal,0.12,0.9,0.36,60,67,7,23,0.79,0.05,75,1,1,0.52
Node_3413,Normal,0.72,0.81,0.85,226,71,10,16,0.16,0.32,5,2,2,0.58
Node_3414,Normal,0.75,0.36,0.62,389,66,13,23,0.98,0.3,96,24,1,0.71
Node_3415,Normal,0.49,0.4,0.2,398,23,10,4,0.19,0.18,98,15,0,0.74
Node_3416,Normal,0.24,0.62,0.83,249,27,18,7,0.45,0.28,13,37,2,0.93
Node_3417,Normal,0.89,0.12,0.68,109,41,3,25,0.21,0.11,55,11,1,0.79
Node_3418,Normal,0.36,0.68,0.68,37,83,11,26,0.8,0.11,49,9,1,0.37
Node_3419,Normal,0.87,0.61,0.29,457,98,3,6,0.48,0.22,60,8,0,0.86
Node_3420,Confirmed Black Hole,0.09,0.39,0.85,368,156,7,3,0.23,0.44,10,12,2,0.54
Node_3421,Normal,0.14,0.81,0.17,85,57,10,20,0.97,0.46,20,38,0,0.71
Node_3422,Normal,0.17,0.73,0.9,66,0,14,10,0.22,0.13,100,43,1,0.83
Node_3423,Normal,0.77,0.71,0.65,496,6,8,16,0.82,0.24,67,12,0,0.65
Node_3424,Normal,0.1,0.52,0.25,348,13,6,8,0.98,0.38,63,18,1,0.57
Node_3425,Normal,0.41,0.75,0.29,31,8,13,23,0.96,0.48,66,7,2,0.41
Node_3426,Normal,0.13,0.84,0.74,44,13,0,19,0.28,0.05,77,18,1,0.57
Node_3427,Normal,0.19,0.37,0.88,151,74,20,31,0.69,0.35,6,10,1,0.54
Node_3428,Suspicious,0.56,0.55,0.75,296,95,19,20,0.54,0.03,20,49,3,0.49
Node_3429,Normal,0.68,0.8,0.11,84,43,7,11,0.52,0.33,68,39,2,0.82
Node_3430,Normal,0.24,0.69,0.61,89,50,19,21,0.97,0.27,19,39,0,0.9
Node_3431,Normal,0.67,0.81,0.3,283,56,6,22,0.14,0.13,88,26,1,0.96
Node_3432,Normal,0.21,0.46,0.97,431,26,11,37,0.82,0.43,23,15,0,0.52
Node_3433,Normal,0.56,0.26,0.3,304,24,12,31,0.43,0.33,47,37,0,0.72
Node_3434,Normal,0.77,0.28,0.86,52,75,3,0,0.37,0.22,52,5,0,0.63
Node_3435,Confirmed Black Hole,0.02,0.86,0.63,274,489,6,35,0.72,0.21,93,17,4,0.28
Node_3436,Suspicious,0.53,0.36,0.79,481,359,8,5,0.4,0.06,95,22,3,0.41
Node_3437,Normal,0.42,0.44,0.29,464,26,2,3,0.89,0.15,72,10,0,0.71
Node_3438,Normal,0.51,0.69,0.35,143,48,6,29,0.5,0.31,76,30,0,0.79
Node_3439,Normal,0.35,0.48,0.8,380,10,4,4,0.11,0.23,97,44,2,0.71
Node_3440,Suspicious,0.26,0.25,0.96,87,88,5,14,0.15,0.23,48,28,4,0.28
Node_3441,Normal,0.1,0.1,0.88,88,86,15,19,0.15,0.34,79,29,2,0.62
Node_3442,Suspicious,0.2,0.66,0.38,204,177,11,33,0.25,0.21,48,46,9,0.41
Node_3443,Suspicious,0.8,0.75,0.27,397,249,18,11,0.47,0.29,89,39,10,0.33
Node_3444,Normal,0.47,0.79,0.93,173,73,14,27,0.97,0.32,97,19,2,0.68
Node_3445,Normal,0.56,0.73,0.83,229,4,5,11,0.94,0.3,75,39,0,0.73
Node_3446,Normal,0.28,0.89,0.4,352,81,15,14,0.49,0.42,51,38,0,0.82
Node_3447,Normal,0.49,0.64,0.57,207,69,5,39,0.85,0.26,51,7,1,0.48
Node_3448,Normal,0.44,0.16,0.2,288,9,4,38,0.23,0.35,42,29,1,0.78
Node_3449,Normal,0.19,0.42,0.66,246,39,19,26,0.16,0.1,48,6,2,0.62
Node_3450,Normal,0.36,0.33,0.73,311,50,18,1,0.97,0.25,11,23,2,0.44
Node_3451,Normal,0.54,0.71,0.18,216,28,18,22,0.45,0.19,72,50,0,0.33
Node_3452,Normal,0.11,0.51,0.99,423,23,4,35,0.35,0.02,76,3,0,0.39
Node_3453,Suspicious,0.28,0.41,0.79,247,492,11,36,0.66,0.14,71,3,9,0.44
Node_3454,Normal,0.46,0.38,0.93,335,54,10,32,0.35,0.44,30,26,2,0.66
Node_3455,Suspicious,0.62,0.44,0.75,496,342,5,39,0.42,0.34,17,27,3,0.36
Node_3456,Normal,0.11,0.38,0.61,268,72,10,34,0.37,0.21,62,5,1,0.57
Node_3457,Suspicious,0.69,0.63,0.8,84,213,3,11,0.29,0.25,56,17,3,0.51
Node_3458,Suspicious,0.16,0.21,0.61,317,156,7,37,0.26,0.14,88,13,3,0.45
Node_3459,Normal,0.3,0.8,0.83,402,29,15,34,0.71,0.03,80,28,2,0.85
Node_3460,Normal,0.75,0.16,0.57,455,13,7,27,0.4,0.07,43,42,1,0.68
Node_3461,Normal,0.42,0.66,0.74,282,62,5,12,0.25,0.11,96,16,2,0.42
Node_3462,Normal,0.22,0.82,0.94,89,82,7,24,0.86,0.38,97,1,2,0.74
Node_3463,Normal,0.21,0.79,0.88,370,64,13,17,0.77,0.3,6,19,0,0.61
Node_3464,Suspicious,0.46,0.75,0.54,342,211,9,31,0.2,0.36,56,3,4,0.18
Node_3465,Normal,0.66,0.46,0.29,41,37,9,28,0.27,0.34,34,41,1,0.74
Node_3466,Normal,0.36,0.74,0.66,152,6,19,27,0.76,0.21,34,2,0,0.67
Node_3467,Normal,0.84,0.61,0.93,90,74,6,4,0.15,0.46,26,47,2,0.94
Node_3468,Normal,0.18,0.37,0.98,439,29,11,19,0.69,0.36,46,38,2,0.33
Node_3469,Normal,0.68,0.17,0.86,83,6,9,38,0.2,0.22,93,26,0,0.33
Node_3470,Suspicious,0.68,0.34,0.11,239,437,3,6,0.25,0.48,42,44,9,0.6
Node_3471,Normal,0.83,0.8,0.79,97,29,0,39,0.41,0.28,66,7,0,0.58
Node_3472,Confirmed Black Hole,0.13,0.2,0.69,481,244,9,3,0.77,0.15,68,7,2,0.32
Node_3473,Normal,0.59,0.77,0.29,147,85,4,35,0.79,0.31,49,34,2,0.94
Node_3474,Normal,0.47,0.44,0.77,344,91,10,2,0.29,0.45,73,13,1,0.96
Node_3475,Normal,0.49,0.62,0.46,130,8,9,4,0.29,0.46,65,38,1,0.53
Node_3476,Normal,0.86,0.66,0.37,234,84,1,37,0.45,0.03,86,6,2,0.84
Node_3477,Normal,0.43,0.46,0.84,65,16,4,33,0.94,0.07,24,40,0,0.93
Node_3478,Normal,0.17,0.76,0.53,428,23,0,1,0.21,0.15,12,15,0,0.57
Node_3479,Normal,0.16,0.86,0.29,337,56,10,27,0.55,0.32,78,2,0,0.38
Node_3480,Normal,0.76,0.33,0.32,269,70,12,29,0.34,0.14,42,47,0,0.87
Node_3481,Normal,0.36,0.38,0.94,269,74,12,21,0.68,0.47,64,17,0,0.92
Node_3482,Suspicious,0.3,0.59,0.24,44,189,0,7,0.7,0.2,32,32,7,0.43
Node_3483,Normal,0.6,0.84,0.23,293,60,18,38,0.96,0.09,38,39,0,0.57
Node_3484,Normal,0.41,0.14,0.41,79,98,20,32,0.25,0.47,17,33,2,0.75
Node_3485,Normal,0.57,0.72,0.54,437,69,14,36,0.87,0.41,16,29,2,0.7
Node_3486,Suspicious,0.89,0.81,0.48,82,31,14,32,0.8,0.13,5,20,9,0.25
Node_3487,Normal,0.82,0.88,0.32,93,10,8,29,0.92,0.25,19,49,1,0.68
Node_3488,Normal,0.24,0.65,0.82,37,21,3,35,0.28,0.32,29,22,0,0.84
Node_3489,Normal,0.24,0.11,0.21,236,45,17,7,0.85,0.21,14,17,2,0.46
Node_3490,Normal,0.75,0.55,0.17,185,15,16,22,0.29,0.05,63,44,0,0.54
Node_3491,Normal,0.53,0.24,0.77,214,87,4,4,0.45,0.07,52,36,2,0.34
Node_3492,Suspicious,0.77,0.57,0.32,44,154,6,29,0.63,0.39,13,6,9,0.4
Node_3493,Normal,0.38,0.42,0.23,444,72,4,4,1.0,0.09,8,21,2,0.38
Node_3494,Suspicious,0.72,0.38,0.53,421,407,11,37,0.81,0.4,81,43,4,0.14
Node_3495,Normal,0.32,0.43,0.15,62,62,1,25,0.63,0.22,26,32,0,0.63
Node_3496,Normal,0.33,0.69,0.35,104,21,4,40,1.0,0.15,35,4,0,0.33
Node_3497,Normal,0.42,0.82,0.53,215,47,1,19,0.76,0.18,1,38,2,0.5
Node_3498,Normal,0.36,0.21,0.46,320,8,12,9,0.7,0.26,63,43,0,0.47
Node_3499,Normal,0.61,0.36,0.43,63,79,0,32,0.94,0.35,90,4,2,0.59
Node_3500,Normal,0.56,0.13,0.52,318,23,18,36,0.46,0.46,76,50,2,0.3
Node_3501,Normal,0.49,0.77,0.74,125,87,10,10,0.3,0.3,57,7,0,0.92
Node_3502,Normal,0.78,0.86,0.34,331,12,7,8,0.51,0.37,6,41,0,0.92
Node_3503,Normal,0.72,0.83,0.77,187,25,1,24,0.93,0.17,0,17,0,0.32
Node_3504,Normal,0.53,0.19,0.26,18,8,7,7,0.49,0.19,7,50,0,0.73
Node_3505,Normal,0.8,0.17,0.63,344,17,7,7,0.74,0.46,42,26,1,0.72
Node_3506,Normal,0.7,0.76,0.12,228,97,3,21,0.17,0.13,33,9,0,0.85
Node_3507,Normal,0.57,0.45,0.53,193,33,0,31,0.41,0.43,44,40,2,0.37
Node_3508,Normal,0.42,0.59,0.68,40,59,8,35,0.53,0.16,3,7,1,0.73
Node_3509,Normal,0.3,0.75,0.28,291,85,6,38,0.44,0.16,89,31,0,0.98
Node_3510,Normal,0.33,0.61,0.44,144,77,11,20,1.0,0.49,67,13,1,0.57
Node_3511,Normal,0.14,0.15,0.26,488,31,15,18,0.38,0.03,45,43,1,0.75
Node_3512,Normal,0.65,0.58,0.85,49,50,7,17,0.28,0.28,12,12,1,0.73
Node_3513,Normal,0.43,0.36,0.71,120,30,11,24,0.41,0.27,31,29,0,0.5
Node_3514,Normal,0.59,0.83,0.31,126,26,19,20,0.45,0.06,93,2,2,0.88
Node_3515,Normal,0.63,0.53,0.45,161,36,18,27,0.62,0.36,36,46,2,0.41
Node_3516,Normal,0.79,0.57,0.95,337,74,4,1,0.69,0.08,82,4,0,0.89
Node_3517,Normal,0.38,0.76,0.6,419,7,1,15,0.81,0.18,39,20,2,0.61
Node_3518,Normal,0.86,0.52,0.17,492,8,0,34,0.45,0.3,76,28,0,0.45
Node_3519,Normal,0.14,0.84,0.44,306,84,11,17,0.83,0.11,80,37,2,0.4
Node_3520,Normal,0.67,0.32,0.59,126,60,1,7,0.82,0.4,52,4,0,0.32
Node_3521,Normal,0.61,0.48,0.93,30,78,14,33,0.91,0.39,18,4,1,0.71
Node_3522,Normal,0.75,0.35,0.46,457,5,0,10,0.5,0.4,72,20,0,0.68
Node_3523,Normal,0.56,0.11,0.81,184,16,16,38,0.24,0.25,14,44,1,0.73
Node_3524,Normal,0.6,0.13,0.69,474,29,3,7,0.59,0.34,62,5,1,0.41
Node_3525,Normal,0.19,0.49,0.49,345,92,8,0,0.89,0.06,63,26,1,0.41
Node_3526,Normal,0.32,0.33,0.53,483,96,7,10,0.49,0.18,25,34,0,0.81
Node_3527,Normal,0.38,0.88,0.66,438,82,20,34,0.59,0.19,81,11,1,0.85
Node_3528,Normal,0.62,0.87,0.74,384,77,12,17,0.2,0.2,27,49,0,0.55
Node_3529,Normal,0.17,0.49,0.88,351,29,2,13,0.75,0.14,74,16,1,0.96
Node_3530,Suspicious,0.68,0.75,0.71,186,438,19,10,0.78,0.29,74,10,8,0.53
Node_3531,Normal,0.27,0.87,0.49,324,36,8,8,1.0,0.49,91,40,0,0.88
Node_3532,Normal,0.35,0.17,0.73,86,8,10,22,0.61,0.32,58,21,0,0.86
Node_3533,Normal,0.52,0.54,0.32,139,23,0,14,0.56,0.41,78,20,1,0.96
Node_3534,Normal,0.12,0.1,0.13,201,27,14,21,0.46,0.04,52,24,1,0.56
Node_3535,Normal,0.35,0.86,0.54,183,61,6,35,0.57,0.26,47,31,0,0.71
Node_3536,Normal,0.5,0.25,0.54,209,14,2,24,0.26,0.17,61,11,1,0.56
Node_3537,Normal,0.27,0.74,0.26,402,41,14,9,0.17,0.02,16,20,0,0.94
Node_3538,Normal,0.52,0.64,0.92,302,40,7,5,0.9,0.12,90,23,1,0.82
Node_3539,Confirmed Black Hole,0.2,0.21,0.1,238,403,1,34,0.25,0.37,86,7,9,0.42
Node_3540,Normal,0.27,0.46,0.7,487,42,13,7,0.91,0.36,82,17,0,0.71
Node_3541,Normal,0.57,0.52,0.42,227,24,12,27,0.92,0.01,34,22,1,0.38
Node_3542,Normal,0.8,0.7,0.15,63,63,20,9,0.58,0.04,13,32,2,0.33
Node_3543,Normal,0.31,0.74,0.82,202,72,4,10,0.68,0.22,88,21,1,0.64
Node_3544,Normal,0.14,0.59,0.38,494,81,10,16,0.89,0.5,3,21,1,0.48
Node_3545,Normal,0.46,0.78,0.38,75,22,15,34,0.3,0.16,100,35,1,0.45
Node_3546,Normal,0.27,0.44,0.53,260,18,11,36,0.79,0.15,98,4,2,0.91
Node_3547,Normal,0.5,0.69,0.52,479,53,5,14,0.16,0.13,44,39,0,0.56
Node_3548,Suspicious,0.32,0.23,0.75,493,446,14,4,0.17,0.08,98,40,1,0.28
Node_3549,Normal,0.15,0.61,0.16,5,57,10,20,0.99,0.29,0,49,2,0.87
Node_3550,Normal,0.68,0.35,0.76,398,83,12,4,0.35,0.04,14,39,0,0.4
Node_3551,Normal,0.81,0.61,0.11,412,20,15,18,0.41,0.29,85,34,0,0.63
Node_3552,Suspicious,0.37,0.18,0.72,412,147,16,7,0.14,0.31,30,8,6,0.42
Node_3553,Normal,0.47,0.72,0.3,333,94,8,24,0.69,0.45,86,21,1,0.7
Node_3554,Normal,0.23,0.79,0.48,149,28,12,3,0.2,0.39,57,5,2,0.8
Node_3555,Normal,0.15,0.7,0.84,259,5,5,9,0.41,0.47,14,13,2,0.53
Node_3556,Normal,0.81,0.55,0.24,469,93,19,9,0.52,0.05,60,22,2,0.61
Node_3557,Normal,0.76,0.8,0.72,207,15,5,16,0.6,0.07,12,24,0,0.71
Node_3558,Normal,0.15,0.45,0.57,402,88,4,16,0.49,0.25,72,45,0,0.62
Node_3559,Normal,0.72,0.44,0.57,391,40,10,16,0.31,0.37,27,49,1,0.83
Node_3560,Normal,0.62,0.37,0.43,79,23,0,16,0.41,0.3,29,0,2,0.41
Node_3561,Normal,0.17,0.15,0.69,197,8,3,1,0.29,0.25,86,8,2,0.98
Node_3562,Suspicious,0.7,0.23,0.7,2,139,15,12,0.43,0.43,61,12,1,0.52
Node_3563,Normal,0.15,0.62,0.43,113,28,7,7,0.68,0.48,44,22,2,0.32
Node_3564,Normal,0.34,0.72,0.66,200,2,5,30,0.94,0.18,24,37,0,0.36
Node_3565,Normal,0.44,0.54,0.85,117,85,0,35,0.98,0.26,88,12,0,0.49
Node_3566,Suspicious,0.16,0.49,0.25,223,282,9,17,0.17,0.29,89,1,9,0.32
Node_3567,Normal,0.17,0.52,0.57,372,92,5,0,0.59,0.04,98,37,0,0.82
Node_3568,Confirmed Black Hole,0.16,0.55,0.15,299,275,6,11,0.45,0.18,24,38,4,0.24
Node_3569,Normal,0.28,0.23,0.28,41,51,9,35,0.71,0.02,2,45,2,0.78
Node_3570,Suspicious,0.3,0.79,0.27,111,278,4,34,0.84,0.09,78,47,9,0.26
Node_3571,Normal,0.58,0.39,0.4,466,87,14,4,0.42,0.17,94,6,0,0.79
Node_3572,Normal,0.81,0.44,0.18,425,15,3,12,0.16,0.35,36,29,1,0.44
Node_3573,Normal,0.28,0.72,0.34,375,87,10,10,0.71,0.41,95,2,1,0.39
Node_3574,Normal,0.38,0.16,0.77,97,38,1,17,0.55,0.14,29,23,2,0.38
Node_3575,Confirmed Black Hole,0.17,0.41,0.99,252,188,3,2,0.68,0.27,94,14,1,0.26
Node_3576,Normal,0.12,0.29,0.21,162,11,11,2,0.36,0.4,1,21,0,0.93
Node_3577,Suspicious,0.66,0.88,0.58,496,193,9,32,0.47,0.33,86,22,6,0.56
Node_3578,Confirmed Black Hole,0.19,0.76,0.23,157,67,8,37,0.49,0.35,19,12,10,0.26
Node_3579,Suspicious,0.36,0.53,0.32,152,403,10,30,0.98,0.22,53,29,3,0.3
Node_3580,Suspicious,0.8,0.17,0.52,328,41,3,27,0.56,0.19,67,7,9,0.17
Node_3581,Normal,0.75,0.51,0.34,348,88,12,15,0.71,0.23,2,25,1,0.88
Node_3582,Normal,0.18,0.43,0.77,323,37,11,39,0.9,0.03,97,38,0,0.34
Node_3583,Normal,0.57,0.5,0.85,440,62,11,36,0.32,0.16,16,10,0,0.96
Node_3584,Normal,0.88,0.38,0.85,241,12,12,30,0.97,0.44,19,12,0,0.74
Node_3585,Normal,0.57,0.75,0.39,202,34,6,18,0.5,0.29,25,39,2,0.5
Node_3586,Normal,0.39,0.63,0.29,339,8,0,21,0.9,0.28,91,37,0,0.79
Node_3587,Normal,0.14,0.46,0.87,485,58,14,15,0.88,0.02,69,14,2,0.41
Node_3588,Normal,0.63,0.47,0.64,129,77,9,5,0.25,0.13,54,12,2,0.7
Node_3589,Normal,0.2,0.62,0.4,153,72,6,33,0.48,0.31,19,28,1,0.99
Node_3590,Normal,0.11,0.19,0.8,296,15,6,32,0.26,0.05,86,33,0,0.36
Node_3591,Normal,0.63,0.17,0.4,490,13,3,16,0.21,0.24,3,3,0,0.78
Node_3592,Normal,0.25,0.16,0.52,252,41,15,12,0.51,0.43,6,38,2,0.9
Node_3593,Normal,0.53,0.15,0.84,416,2,11,33,0.38,0.48,85,16,2,0.71
Node_3594,Normal,0.77,0.41,0.76,483,76,11,4,0.29,0.28,76,47,2,0.93
Node_3595,Normal,0.13,0.42,0.78,308,72,4,33,0.23,0.31,77,26,1,0.42
Node_3596,Normal,0.12,0.65,0.74,338,7,5,2,0.95,0.38,72,7,0,0.44
Node_3597,Normal,0.44,0.67,0.97,53,88,9,10,0.54,0.08,52,50,0,0.89
Node_3598,Normal,0.27,0.83,0.3,431,17,11,34,0.12,0.44,35,8,2,1.0
Node_3599,Normal,0.76,0.47,0.32,459,31,0,26,0.33,0.36,57,20,2,0.85
Node_3600,Normal,0.74,0.45,0.88,34,44,18,4,0.54,0.03,90,4,1,0.96
Node_3601,Normal,0.64,0.6,0.38,317,93,8,38,0.69,0.1,38,39,2,0.8
Node_3602,Normal,0.34,0.13,0.67,379,45,12,25,0.88,0.25,47,4,1,0.62
Node_3603,Suspicious,0.69,0.82,0.8,449,154,13,37,0.78,0.13,99,10,8,0.16
Node_3604,Normal,0.51,0.34,0.56,145,8,4,24,0.62,0.34,35,43,0,0.36
Node_3605,Normal,0.47,0.47,0.94,145,66,9,39,0.35,0.34,42,5,2,0.98
Node_3606,Normal,0.53,0.63,0.52,142,40,0,13,0.94,0.39,10,49,2,0.62
Node_3607,Normal,0.29,0.81,0.11,424,4,3,4,0.46,0.42,51,16,1,0.35
Node_3608,Normal,0.12,0.15,0.74,491,41,10,9,0.24,0.33,51,24,0,0.98
Node_3609,Normal,0.47,0.11,0.38,166,46,14,16,0.77,0.44,50,42,2,0.84
Node_3610,Normal,0.61,0.45,0.16,197,67,18,25,1.0,0.16,0,40,2,0.76
Node_3611,Suspicious,0.45,0.51,1.0,315,227,9,25,0.18,0.21,100,18,4,0.56
Node_3612,Normal,0.65,0.75,0.47,142,86,13,15,0.67,0.11,96,27,0,0.71
Node_3613,Normal,0.29,0.76,0.93,251,29,19,32,0.63,0.12,41,19,0,0.93
Node_3614,Normal,0.59,0.77,0.89,83,0,7,5,0.99,0.24,81,27,1,0.99
Node_3615,Normal,0.51,0.24,0.93,214,80,15,10,0.54,0.48,72,45,1,0.69
Node_3616,Confirmed Black Hole,0.18,0.3,0.57,296,198,19,28,0.51,0.29,61,10,5,0.52
Node_3617,Normal,0.62,0.71,0.79,366,52,9,30,0.99,0.47,4,18,1,0.84
Node_3618,Suspicious,0.22,0.47,0.84,271,484,2,0,0.7,0.05,20,41,8,0.52
Node_3619,Normal,0.5,0.79,0.38,155,34,5,5,0.79,0.35,63,7,2,0.96
Node_3620,Suspicious,0.28,0.73,0.69,177,449,14,34,0.81,0.39,39,17,2,0.22
Node_3621,Normal,0.74,0.22,0.61,429,80,16,18,0.78,0.36,21,45,1,0.68
Node_3622,Normal,0.84,0.32,0.54,381,17,10,33,0.25,0.42,88,0,2,0.88
Node_3623,Normal,0.2,0.82,0.51,478,38,14,29,0.34,0.19,86,24,1,0.99
Node_3624,Normal,0.58,0.33,0.38,382,23,1,33,0.25,0.2,98,50,1,0.59
Node_3625,Normal,0.85,0.63,0.85,401,30,18,2,0.63,0.09,0,17,2,0.96
Node_3626,Normal,0.21,0.18,0.63,220,7,15,31,0.55,0.29,9,45,0,0.33
Node_3627,Normal,0.14,0.41,0.2,79,59,0,0,0.52,0.41,23,23,0,0.46
Node_3628,Normal,0.31,0.25,0.84,88,14,5,34,0.36,0.37,65,48,0,0.36
Node_3629,Normal,0.6,0.75,0.79,392,58,13,29,0.78,0.44,39,18,1,0.58
Node_3630,Confirmed Black Hole,0.13,0.47,0.98,190,137,18,11,0.57,0.3,79,18,7,0.2
Node_3631,Normal,0.19,0.57,0.8,1,47,18,39,0.96,0.03,26,0,2,0.51
Node_3632,Normal,0.82,0.56,0.91,245,26,1,19,0.57,0.42,18,33,2,0.45
Node_3633,Normal,0.66,0.52,0.82,210,100,4,0,0.69,0.13,35,31,0,0.57
Node_3634,Normal,0.71,0.86,0.25,135,98,6,36,0.41,0.1,36,25,2,0.75
Node_3635,Normal,0.52,0.89,0.2,49,58,1,21,0.21,0.28,34,47,0,0.42
Node_3636,Normal,0.35,0.84,0.57,203,37,19,24,0.98,0.03,96,19,2,0.44
Node_3637,Suspicious,0.21,0.51,0.16,395,286,10,32,0.67,0.35,70,43,0,0.44
Node_3638,Suspicious,0.2,0.27,0.33,51,120,12,29,0.36,0.46,98,14,2,0.51
Node_3639,Normal,0.17,0.65,0.51,217,39,6,37,0.69,0.09,10,21,2,0.79
Node_3640,Normal,0.56,0.26,0.44,177,96,10,7,1.0,0.41,20,36,1,0.99
Node_3641,Normal,0.57,0.13,0.77,279,100,4,25,0.21,0.23,46,9,1,0.94
Node_3642,Suspicious,0.73,0.85,0.44,340,421,14,2,0.64,0.44,97,6,10,0.24
Node_3643,Normal,0.74,0.56,0.12,416,35,13,18,0.58,0.42,63,39,0,0.98
Node_3644,Suspicious,0.52,0.38,0.16,52,90,6,30,0.93,0.05,18,26,4,0.51
Node_3645,Normal,0.86,0.53,0.59,416,58,13,14,0.38,0.37,83,29,2,0.7
Node_3646,Confirmed Black Hole,0.19,0.6,0.77,64,35,17,4,0.99,0.38,76,46,8,0.12
Node_3647,Normal,0.83,0.13,0.28,425,46,17,7,0.35,0.44,72,16,1,0.62
Node_3648,Normal,0.69,0.5,0.63,489,73,15,38,0.71,0.22,51,25,2,0.36
Node_3649,Normal,0.41,0.41,0.91,31,38,1,27,0.61,0.08,41,6,2,0.73
Node_3650,Normal,0.55,0.87,0.47,405,93,6,10,0.9,0.18,60,39,2,0.65
Node_3651,Normal,0.75,0.11,0.6,47,75,7,3,0.64,0.25,49,8,2,0.46
Node_3652,Normal,0.83,0.85,0.26,467,74,6,31,0.95,0.45,60,45,1,0.8
Node_3653,Suspicious,0.5,0.42,0.72,306,361,2,22,0.17,0.15,52,12,6,0.27
Node_3654,Normal,0.18,0.43,0.37,482,93,15,33,0.15,0.35,2,6,1,0.98
Node_3655,Suspicious,0.66,0.8,0.92,407,50,17,38,0.41,0.27,19,23,5,0.46
Node_3656,Normal,0.46,0.52,0.33,423,30,7,10,0.45,0.41,64,13,2,0.95
Node_3657,Confirmed Black Hole,0.18,0.73,0.58,473,199,4,17,0.64,0.36,62,15,7,0.49
Node_3658,Normal,0.67,0.27,0.98,358,27,16,15,0.96,0.5,26,23,1,0.57
Node_3659,Suspicious,0.86,0.85,0.85,43,67,0,33,0.29,0.31,16,37,9,0.22
Node_3660,Suspicious,0.17,0.45,0.41,43,87,19,22,0.43,0.14,95,42,0,0.25
Node_3661,Suspicious,0.4,0.28,0.28,405,428,15,5,0.1,0.02,28,44,1,0.54
Node_3662,Suspicious,0.32,0.36,0.17,108,431,20,28,0.58,0.41,62,31,0,0.13
Node_3663,Suspicious,0.41,0.72,0.96,249,354,19,27,0.54,0.42,73,35,10,0.53
Node_3664,Normal,0.17,0.46,0.2,278,11,13,8,0.39,0.49,14,23,1,0.72
Node_3665,Suspicious,0.22,0.66,0.59,365,472,3,27,0.55,0.22,83,17,8,0.51
Node_3666,Normal,0.54,0.53,0.46,71,28,20,32,0.67,0.15,8,28,2,0.35
Node_3667,Normal,0.79,0.18,0.11,493,10,6,0,0.54,0.13,46,33,0,0.31
Node_3668,Normal,0.75,0.82,0.77,8,37,17,22,0.81,0.13,26,34,1,0.81
Node_3669,Normal,0.32,0.56,0.74,237,84,9,30,0.34,0.24,95,11,1,0.97
Node_3670,Normal,0.85,0.69,0.63,434,64,7,26,0.98,0.15,22,15,1,0.82
Node_3671,Suspicious,0.74,0.67,0.54,81,44,3,8,0.84,0.13,69,39,5,0.28
Node_3672,Normal,0.61,0.72,0.83,135,20,20,35,0.73,0.28,8,34,2,0.89
